北京,本科,5-10年,"五险一金,年底双薪,绩效奖金,年终分红,带薪年假",JAVA高级工程师,15K-30K
北京-顺义区,本科,3-5年,"健身俱乐部,弹性工作,节日福利,年底双薪",JAVA高级工程师/后端负责人,15K-20K
北京,本科,10年以上,"五险一金,绩效奖金,餐补,节日福利,通讯补贴",首席架构师（Java）,30K-50K
北京-顺义区,本科,3-5年,"五险一金,年底双薪,加班补助,带薪年假,免费班车",java开发工程师(顺义区）,13K-17K
北京,本科,3-5年,,JAVA开发组长、项目经理,10K-15K
北京,本科,1-3年,"绩效奖金,餐补,通讯补贴,带薪年假,补充医疗保险",Java软件工程师,10K-15K
北京,本科,3-5年,"每年多次调薪,五险一金,带薪年假,餐补,定期体检",中级/高级java开发工程师,15K-30K
北京,本科,1-3年,"五险一金,绩效奖金,餐补,节日福利,通讯补贴",中级java工程师,10K-15K
北京-海淀区,本科,3-5年,"五险一金,绩效奖金,带薪年假,高温补贴,节日福利",java软件工程师,10K-20K
北京,本科,1-3年,"周末双休,五险一金,交通补助,餐补,员工旅游",java研发工程师（初级）,8K-10K
北京,本科,3-5年,,高级java开发工程师(001546),15K-20K
北京-海淀区,不限,不限,"五险一金,包住,加班补助,弹性工作,定期体检",初级java工程师,4K-6K
city,education,experience,job_description,jobname,salary
北京,本科,3-5年,"绩效奖金,五险一金,周末双休,带薪年假,定期体检",销售经理,6.8K-8K
沈阳,大专,不限,"绩效奖金,全勤奖,包住,餐补,员工旅游",快消品销售代表6000+住宿+高提成+五险+双休,6K-8K
长沙-芙蓉区,大专,不限,"五险一金,绩效奖金,加班补助,带薪年假,节日福利",淘宝/天猫客服【五险一金】,4.5K-9K
西安-高新技术产业开发区,大专,无经验,"五险一金,周末双休,每年多次调薪,弹性工作,不加班",金融投资顾问,6K-8K
深圳,中专,1-3年,"五险一金,绩效奖金,全勤奖,包住,带薪年假",CAD绘图员/实习设计师/包住有空调,3K-6K
成都,大专,5-10年,"五险一金,绩效奖金,交通补助,节日福利,年底双薪",出纳兼行政后勤,2K-4K
石家庄,大专,不限,"每年多次调薪,五险一金,绩效奖金,全勤奖,交通补助",教务助理,2K-4K
深圳,大专,不限,"五险一金,免费班车,定期体检,补充医疗保险,包住",核算会计,4K-6K
合肥,大专,不限,"节日福利,绩效奖金,股票期权,包住,带薪年假",销售3500+200-1800考核+奖金,6K-8K
杭州-江干区,不限,不限,"加班补助,全勤奖,员工旅游,节日福利,绩效奖金",电话销售,6K-8K
常州,大专,不限,"节日福利,不加班,每年多次调薪,绩效奖金,全勤奖",高薪急聘课程顾问（五险一金+双休）,5K-10K
北京,不限,不限,"五险一金,年底双薪,绩效奖金,餐补,带薪年假",Azure CIE 高级软件工程师,10K-15K
天津,大专,不限,"五险一金,绩效奖金,全勤奖,带薪年假,节日福利",幼儿培训教师,4K-6K
杭州,本科,不限,"五险一金,餐补,带薪年假,定期体检,周末双休",出纳,4K-6K
石家庄,本科,1-3年,"五险一金,通讯补贴,带薪年假,员工旅游,节日福利",图像识别工程师,8K-10K
石家庄,本科,3-5年,"五险一金,通讯补贴,带薪年假,员工旅游,节日福利",AI技术总监+双休五险一金,15K-20K
深圳,大专,1-3年,"五险一金,全勤奖,包住,免费班车,餐补",总经理秘书(J10633),6K-8K
广州,大专,不限,"五险一金,年底双薪,绩效奖金,带薪年假,餐补",跨境电商开发专员（品牌）,5K-8K
常州-溧阳市,不限,1-3年,"五险一金,绩效奖金,交通补助,房补",营销经理,10K-15K
西安-碑林区,本科,不限,"五险一金,绩效奖金,定期体检,高温补贴,节日福利",销售代表,10K-15K
city,education,experience,job_description,jobname,salary
长沙,大专,1-3年,"五险一金,节日福利,定期体检,绩效奖金,弹性工作",销售顾问,8K-10K
北京,本科,3-5年,"绩效奖金,五险一金,周末双休,带薪年假,定期体检",销售经理,6.8K-8K
北京-朝阳区,中专,1-3年,"五险一金,绩效奖金,全勤奖,带薪年假,定期体检",口腔护士,5K-8K
沈阳,大专,不限,"绩效奖金,全勤奖,包住,餐补,员工旅游",快消品销售代表6000+住宿+高提成+五险+双休,6K-8K
长沙-芙蓉区,大专,不限,"五险一金,绩效奖金,加班补助,带薪年假,节日福利",淘宝/天猫客服【五险一金】,4.5K-9K
西安-高新技术产业开发区,大专,无经验,"五险一金,周末双休,每年多次调薪,弹性工作,不加班",金融投资顾问,6K-8K
深圳,中专,1-3年,"五险一金,绩效奖金,全勤奖,包住,带薪年假",CAD绘图员/实习设计师/包住有空调,3K-6K
成都,大专,5-10年,"五险一金,绩效奖金,交通补助,节日福利,年底双薪",出纳兼行政后勤,2K-4K
石家庄,大专,不限,"每年多次调薪,五险一金,绩效奖金,全勤奖,交通补助",教务助理,2K-4K
深圳,大专,不限,"五险一金,免费班车,定期体检,补充医疗保险,包住",核算会计,4K-6K
北京,不限,不限,"五险一金,年底双薪,绩效奖金,餐补,带薪年假",Azure CIE 高级软件工程师,10K-15K
杭州-江干区,不限,不限,"加班补助,全勤奖,员工旅游,节日福利,绩效奖金",电话销售,6K-8K
常州,大专,不限,"节日福利,不加班,每年多次调薪,绩效奖金,全勤奖",高薪急聘课程顾问（五险一金+双休）,5K-10K
合肥,大专,不限,"节日福利,绩效奖金,股票期权,包住,带薪年假",销售3500+200-1800考核+奖金,6K-8K
天津,大专,不限,"五险一金,绩效奖金,全勤奖,带薪年假,节日福利",幼儿培训教师,4K-6K
杭州,本科,不限,"五险一金,餐补,带薪年假,定期体检,周末双休",出纳,4K-6K
石家庄,本科,1-3年,"五险一金,通讯补贴,带薪年假,员工旅游,节日福利",图像识别工程师,8K-10K
石家庄,本科,3-5年,"五险一金,通讯补贴,带薪年假,员工旅游,节日福利",AI技术总监+双休五险一金,15K-20K
常州-溧阳市,不限,1-3年,"五险一金,绩效奖金,交通补助,房补",营销经理,10K-15K
广州,大专,不限,"五险一金,年底双薪,绩效奖金,带薪年假,餐补",跨境电商开发专员（品牌）,5K-8K
city,education,experience,job_description,jobname,salary
长沙,大专,1-3年,"五险一金,节日福利,定期体检,绩效奖金,弹性工作",销售顾问,8K-10K
北京,本科,3-5年,"绩效奖金,五险一金,周末双休,带薪年假,定期体检",销售经理,6.8K-8K
北京-朝阳区,中专,1-3年,"五险一金,绩效奖金,全勤奖,带薪年假,定期体检",口腔护士,5K-8K
沈阳,大专,不限,"绩效奖金,全勤奖,包住,餐补,员工旅游",快消品销售代表6000+住宿+高提成+五险+双休,6K-8K
长沙-芙蓉区,大专,不限,"五险一金,绩效奖金,加班补助,带薪年假,节日福利",淘宝/天猫客服【五险一金】,4.5K-9K
西安-高新技术产业开发区,大专,无经验,"五险一金,周末双休,每年多次调薪,弹性工作,不加班",金融投资顾问,6K-8K
深圳,中专,1-3年,"五险一金,绩效奖金,全勤奖,包住,带薪年假",CAD绘图员/实习设计师/包住有空调,3K-6K
成都,大专,5-10年,"五险一金,绩效奖金,交通补助,节日福利,年底双薪",出纳兼行政后勤,2K-4K
石家庄,大专,不限,"每年多次调薪,五险一金,绩效奖金,全勤奖,交通补助",教务助理,2K-4K
深圳,大专,不限,"五险一金,免费班车,定期体检,补充医疗保险,包住",核算会计,4K-6K
杭州-江干区,不限,不限,"加班补助,全勤奖,员工旅游,节日福利,绩效奖金",电话销售,6K-8K
常州,大专,不限,"节日福利,不加班,每年多次调薪,绩效奖金,全勤奖",高薪急聘课程顾问（五险一金+双休）,5K-10K
天津,大专,不限,"五险一金,绩效奖金,全勤奖,带薪年假,节日福利",幼儿培训教师,4K-6K
合肥,大专,不限,"节日福利,绩效奖金,股票期权,包住,带薪年假",销售3500+200-1800考核+奖金,6K-8K
杭州,本科,不限,"五险一金,餐补,带薪年假,定期体检,周末双休",出纳,4K-6K
石家庄,本科,1-3年,"五险一金,通讯补贴,带薪年假,员工旅游,节日福利",图像识别工程师,8K-10K
常州-溧阳市,不限,1-3年,"五险一金,绩效奖金,交通补助,房补",营销经理,10K-15K
石家庄,本科,3-5年,"五险一金,通讯补贴,带薪年假,员工旅游,节日福利",AI技术总监+双休五险一金,15K-20K
广州,大专,不限,"五险一金,年底双薪,绩效奖金,带薪年假,餐补",跨境电商开发专员（品牌）,5K-8K
东莞-塘厦镇,大专,1-3年,"五险一金,绩效奖金,包住,交通补助,餐补",培训专员(J10470),6K-8K
city,education,experience,job_description,jobname,salary
北京,本科,1-3年,"五险一金,绩效奖金,交通补助,餐补,带薪年假",java开发工程师,10K-15K
北京,大专,不限,"五险一金,年底双薪,带薪年假,员工旅游,高温补贴",java开发（初级岗可培养）,4K-6K
北京,本科,1-3年,"五险一金,周末双休,餐补,补充医疗保险,定期体检",java开发工程师,10K-15K
北京,本科,5-10年,"五险一金,年底双薪,绩效奖金,年终分红,带薪年假",JAVA高级工程师,15K-30K
北京,本科,3-5年,"每年多次调薪,五险一金,带薪年假,餐补,定期体检",中级/高级java开发工程师,15K-30K
北京,本科,1-3年,"五险一金,节日福利,加班补助,年底双薪,周末双休",JAVA开发工程师,10K-15K
北京,本科,3-5年,,高级java开发工程师(001546),15K-20K
北京,本科,10年以上,"五险一金,绩效奖金,餐补,节日福利,通讯补贴",系统架构师java,30K-50K
北京-朝阳区,大专,1-3年,"交通补助,餐补,通讯补贴,带薪年假,定期体检",java中级工程师,8K-10K
北京-朝阳区,大专,不限,"交通补助,餐补,通讯补贴,带薪年假,定期体检",java应届毕业生（实习生）,2K-4K
北京-海淀区,不限,不限,"五险一金,包住,加班补助,弹性工作,定期体检",初级java工程师,4K-6K
北京,本科,3-5年,,JAVA开发组长、项目经理,10K-15K
北京,本科,1-3年,"周末双休,五险一金,交通补助,餐补,员工旅游",java研发工程师（初级）,8K-10K
北京-海淀区,大专,5-10年,"五险一金,年底双薪,交通补助,餐补,带薪年假",Java开发工程师,15K-20K
北京-海淀区,本科,3-5年,"五险一金,绩效奖金,加班补助,带薪年假,节日福利",高级Java开发工程师,20K-30K
北京,本科,3-5年,"五险一金,年底双薪,加班补助,交通补助,餐补",Java培训师,10K-15K
北京-朝阳区,本科,1-3年,"五险一金,年底双薪,股票期权,弹性工作,补充医疗保险",JAVA软件工程师,10K-15K
北京-海淀区,不限,3-5年,"无试用期,包吃,包住,交通补助,餐补",java高级外包工程师  工作地点：廊坊,15K-23K
北京-顺义区,本科,3-5年,"五险一金,年底双薪,加班补助,带薪年假,免费班车",java开发工程师(顺义区）,13K-17K
北京,本科,3-5年,"五险一金,带薪年假,年底双薪,加班补助,包吃",java开发工程师,11K-15K
北京-朝阳区,本科,5-10年,"五险一金,全勤奖,交通补助,餐补,通讯补贴",JAVA高级软件工程师,10K-15K
北京-海淀区,不限,不限,"五险一金,包住,加班补助,弹性工作,定期体检",java实习生,4K-6K
北京-海淀区,本科,3-5年,"每年多次调薪,周末双休,五险一金,年底双薪,绩效奖金",高级java开发工程师,20K-40K
北京-海淀区,本科,3-5年,"五险一金,餐补,通讯补贴,带薪年假,弹性工作",java中级工程师,8K-10K
北京-昌平区,本科,3-5年,"五险一金,弹性工作,节日福利",Java高级研发工程师/架构师,10K-20K
北京,本科,5-10年,"创业公司,绩效奖金",高级java开发工程师,30K-50K
北京-海淀区,本科,3-5年,"五险一金,绩效奖金,带薪年假,高温补贴,节日福利",java软件工程师,10K-20K
北京,本科,10年以上,"五险一金,绩效奖金,餐补,节日福利,通讯补贴",首席架构师（Java）,30K-50K
北京-海淀区,不限,3-5年,"五险一金,年底双薪,绩效奖金,补充医疗保险,定期体检",Java开发工程师,12K-20K
北京,本科,3-5年,"节日福利,员工旅游,包住,餐补,房补",java开发工程师,10K-15K
北京,本科,5-10年,"弹性工作,五险一金,补充医疗保险,定期体检,员工旅游",高级java工程师,15K-30K
北京,大专,不限,"五险一金,年底双薪,全勤奖,餐补,带薪年假",java开发工程师（中级）,8K-11K
北京,本科,3-5年,"五险一金,包吃,包住,节日福利",高级JAVA开发工程师/架构师（LZHR183）,25K-50K
北京,本科,3-5年,"创业公司,每年多次调薪,五险一金,年底双薪,定期体检",高级java开发工程师,15K-25K
北京-朝阳区,本科,3-5年,"五险一金,餐补,交通补助,通讯补贴,定期体检",中级java工程师,10K-15K
北京,本科,1-3年,"五险一金,绩效奖金,餐补,节日福利,通讯补贴",中级java工程师,10K-15K
北京-丰台区,本科,3-5年,"交通补助,餐补,通讯补贴,带薪年假,补充医疗保险",JAVA开发工程师（丰台区）,10K-18K
北京,本科,不限,"绩效奖金,创业公司,定期体检,五险一金",java开发实习工程师,4K-6K
北京,本科,3-5年,"弹性工作,五险一金,补充医疗保险,定期体检,员工旅游",高级JAVA工程师—互金行业线,15K-25K
北京,本科,3-5年,"五险一金,绩效奖金,餐补,定期体检,补充医疗保险",JAVA高级工程师,8K-15K
北京,本科,3-5年,"餐补,节日福利,员工旅游,定期体检,带薪年假",Java开发工程师（中高级）,18K-35K
北京,本科,3-5年,"周末双休,五险一金,年底双薪,餐补,带薪年假",java开发工程师(sgz),10K-15K
北京,本科,5-10年,"五险一金,弹性工作,补充医疗保险,定期体检,节日福利",java开发工程师,15K-20K
北京-昌平区,本科,1-3年,"餐补,五险一金",JAVA软件工程师（物联网方向）,10K-12K
北京-昌平区,本科,5-10年,"五险一金,加班补助,餐补,通讯补贴,带薪年假",JAVA高级开发工程师,20K-40K
北京-朝阳区,本科,3-5年,"五险一金,绩效奖金,带薪年假,补充医疗保险,定期体检",java软件工程师,15K-30K
北京-海淀区,不限,5-10年,"交通补助,弹性工作,员工旅游",Java高级工程师,15K-25K
北京-海淀区,本科,3-5年,"五险一金,餐补,弹性工作,创业公司,加班补助",java软件工程师,10K-15K
北京,本科,3-5年,,Java开发工程师,7K-14K
北京,本科,3-5年,"五险一金,带薪年假,餐补,交通补助,节日福利",java工程师,8K-12K
北京,本科,3-5年,"五险一金,年底双薪,餐补,带薪年假,员工旅游",JAVA讲师,15K-20K
北京-海淀区,大专,3-5年,"五险一金,绩效奖金,餐补,带薪年假,定期体检",java工程师,15K-20K
北京-昌平区,不限,不限,"五险一金,包住,加班补助,弹性工作,定期体检",java软件实习,4K-6K
北京,硕士,1-3年,"五险一金,绩效奖金,餐补,员工旅游,弹性工作",中级JAVA开发工程师,10K-15K
北京-西城区,本科,3-5年,"五险一金,年底双薪,绩效奖金,加班补助,交通补助",Java开发工程师,15K-25K
北京,大专,3-5年,"周末双休,五险一金,绩效奖金,交通补助,通讯补贴",高级java工程师,15K-20K
北京,本科,3-5年,"五险一金,绩效奖金,全勤奖",高级Java开发工程师(AICP),15K-30K
北京,本科,5-10年,"五险一金,节日福利,员工旅游,定期体检",java高级工程师,10K-15K
北京,本科,1-3年,"五险一金,节日福利",Java开发工程师,8K-10K
北京,本科,无经验,餐补,Java开发程序员（校园）,2.5K-3.5K
北京,本科,5-10年,"每年多次调薪,五险一金,带薪年假,餐补,定期体检",高级java工程师（微服务方向）,25K-30K
北京-顺义区,本科,5-10年,"五险一金,年底双薪,加班补助,带薪年假,免费班车",高级java开发工程师(顺义区）,17K-20K
北京,本科,3-5年,"创业公司,五险一金,年终分红,加班补助",java开发工程师,15K-30K
北京,大专,3-5年,"节日福利,五险一金,全勤奖,绩效奖金,股票期权",java开发工程师,13K-18K
北京-朝阳区,大专,5-10年,"五险一金,年底双薪,餐补,节日福利,弹性工作",java开发工程师 高级,15K-25K
北京,本科,5-10年,"五险一金,弹性工作,带薪年假,交通补助,通讯补贴",JAVA工程师（高级）,15K-20K
北京-石景山区,本科,3-5年,"年终分红,绩效奖金,包吃,包住,员工旅游",java开发工程师,8K-10K
北京-海淀区,大专,3-5年,"五险一金,绩效奖金,交通补助,带薪年假,弹性工作",java工程师,10K-20K
北京-海淀区,大专,1-3年,"五险一金,绩效奖金,年终分红,带薪年假,定期体检",Java 开发工程师,5K-8K
北京,本科,1-3年,"五险一金,餐补,带薪年假,定期体检,员工旅游",Java软件开发工程师,10K-15K
北京,本科,5-10年,"五险一金,年底双薪,带薪年假,弹性工作,补充医疗保险",Java高级开发工程师（北京）,15K-25K
北京,本科,5-10年,"每年多次调薪,五险一金,带薪年假,餐补,定期体检",java分布式开发工程师,20K-30K
北京,本科,3-5年,"五险一金,绩效奖金,每年多次调薪",高级Java开发工程师(AICC),15K-30K
北京,本科,3-5年,"五险一金,年底双薪,加班补助,全勤奖,餐补",java开发（北京）,10K-15K
北京,本科,5-10年,"五险一金,年底双薪,餐补,带薪年假,定期体检",java架构师,40K-70K
北京-昌平区,不限,不限,"五险一金,包住,加班补助,弹性工作,定期体检",java初级工程师,4K-6K
北京-朝阳区,本科,5-10年,,HIS系统JAVA后端开发工程师  ,15K-20K
北京-海淀区,本科,5-10年,"五险一金,餐补,通讯补贴,带薪年假,弹性工作",高级java工程师,20K-30K
北京,不限,不限,"五险一金,包住,加班补助,弹性工作,定期体检",诚聘java实习生,2K-4K
北京-海淀区,本科,3-5年,"五险一金,年底双薪,绩效奖金,餐补,补充医疗保险",Java开发组长（金融保险行业）,8K-15K
北京,本科,5-10年,,java工程师,15K-20K
北京-海淀区,本科,3-5年,"五险一金,年底双薪,加班补助,全勤奖,带薪年假",高级Java工程师,15K-30K
北京,本科,5-10年,"五险一金,定期体检,节日福利,带薪年假,周末双休",高级Java开发工程师(GIS方向),15K-30K
北京,大专,3-5年,"五险一金,周末双休",java开发工程师,10K-15K
北京,本科,5-10年,"五险一金,周末双休",java高级工程师,15K-20K
北京,大专,3-5年,"五险一金,年终分红,股票期权,交通补助,餐补",java开发工程师,10K-15K
北京-海淀区,大专,3-5年,"五险一金,餐补,带薪年假,定期体检",java开发工程师,10K-15K
北京,不限,3-5年,"五险一金,全勤奖,餐补,带薪年假,节日福利",高级java工程师,15K-20K
北京,本科,3-5年,"五险一金,周末双休,交通补助,通讯补贴,定期体检",java研发经理,16K-20K
北京,不限,不限,"五险一金,包住,加班补助,弹性工作,定期体检",java+大数据实习,4K-6K
city,education,experience,job_description,jobname,salary
北京-海淀区,本科,10年以上,"五险一金,绩效奖金,股票期权,交通补助,餐补",Java资深系统架构工程师,25K-35K
北京,硕士,不限,"五险一金,通讯补贴,定期体检,交通补助,年底双薪",Java高级工程师,10K-20K
北京-海淀区,本科,1-3年,"五险一金,餐补,通讯补贴,带薪年假,弹性工作",java初级工程师,8K-10K
北京,本科,3-5年,"五险一金,绩效奖金,加班补助,餐补,交通补助",Java服务器开发工程师,12K-20K
北京-海淀区,本科,3-5年,五险一金,java开发工程师,10K-18K
北京,大专,不限,"五险一金,年底双薪,带薪年假,员工旅游,高温补贴",java开发（初级岗可培养）,4K-6K
北京,本科,3-5年,"每年多次调薪,五险一金,带薪年假,餐补,定期体检",中级/高级java开发工程师,15K-30K
北京,本科,3-5年,,高级java开发工程师(001546),15K-20K
北京,本科,1-3年,"五险一金,绩效奖金,交通补助,餐补,带薪年假",java开发工程师,10K-15K
北京,本科,5-10年,"五险一金,年底双薪,绩效奖金,年终分红,带薪年假",JAVA高级工程师,15K-30K
北京-海淀区,不限,不限,"五险一金,包住,加班补助,弹性工作,定期体检",初级java工程师,4K-6K
北京,本科,1-3年,"五险一金,节日福利,加班补助,年底双薪,周末双休",JAVA开发工程师,10K-15K
北京,本科,10年以上,"五险一金,绩效奖金,餐补,节日福利,通讯补贴",系统架构师java,30K-50K
北京,本科,1-3年,"五险一金,周末双休,餐补,补充医疗保险,定期体检",java开发工程师,10K-15K
北京-海淀区,本科,3-5年,"五险一金,绩效奖金,加班补助,带薪年假,节日福利",高级Java开发工程师,20K-30K
北京,本科,1-3年,"周末双休,五险一金,交通补助,餐补,员工旅游",java研发工程师（初级）,8K-10K
北京,本科,3-5年,,JAVA开发组长、项目经理,10K-15K
北京,本科,3-5年,"五险一金,年底双薪,加班补助,交通补助,餐补",Java培训师,10K-15K
北京-朝阳区,大专,不限,"交通补助,餐补,通讯补贴,带薪年假,定期体检",java应届毕业生（实习生）,2K-4K
北京-朝阳区,大专,1-3年,"交通补助,餐补,通讯补贴,带薪年假,定期体检",java中级工程师,8K-10K
北京-海淀区,不限,3-5年,"无试用期,包吃,包住,交通补助,餐补",java高级外包工程师  工作地点：廊坊,15K-23K
北京-朝阳区,本科,1-3年,"五险一金,年底双薪,股票期权,弹性工作,补充医疗保险",JAVA软件工程师,10K-15K
北京,本科,3-5年,"五险一金,带薪年假,年底双薪,加班补助,包吃",java开发工程师,11K-15K
北京-朝阳区,本科,5-10年,"五险一金,全勤奖,交通补助,餐补,通讯补贴",JAVA高级软件工程师,10K-15K
北京-海淀区,不限,不限,"五险一金,包住,加班补助,弹性工作,定期体检",java实习生,4K-6K
北京-海淀区,本科,3-5年,"每年多次调薪,周末双休,五险一金,年底双薪,绩效奖金",高级java开发工程师,20K-40K
北京-海淀区,大专,5-10年,"五险一金,年底双薪,交通补助,餐补,带薪年假",Java开发工程师,15K-20K
北京-顺义区,本科,3-5年,"五险一金,年底双薪,加班补助,带薪年假,免费班车",java开发工程师(顺义区）,13K-17K
北京-海淀区,不限,3-5年,"五险一金,年底双薪,绩效奖金,补充医疗保险,定期体检",Java开发工程师,12K-20K
北京-昌平区,本科,3-5年,"五险一金,弹性工作,节日福利",Java高级研发工程师/架构师,10K-20K
北京,本科,3-5年,"节日福利,员工旅游,包住,餐补,房补",java开发工程师,10K-15K
北京-海淀区,本科,3-5年,"五险一金,绩效奖金,带薪年假,高温补贴,节日福利",java软件工程师,10K-20K
北京-海淀区,本科,3-5年,"五险一金,餐补,通讯补贴,带薪年假,弹性工作",java中级工程师,8K-10K
北京,本科,3-5年,"创业公司,每年多次调薪,五险一金,年底双薪,定期体检",高级java开发工程师,15K-25K
北京,本科,5-10年,"弹性工作,五险一金,补充医疗保险,定期体检,员工旅游",高级java工程师,15K-30K
北京,本科,3-5年,"五险一金,包吃,包住,节日福利",高级JAVA开发工程师/架构师（LZHR183）,25K-50K
北京,大专,不限,"五险一金,年底双薪,全勤奖,餐补,带薪年假",java开发工程师（中级）,8K-11K
北京,本科,10年以上,"五险一金,绩效奖金,餐补,节日福利,通讯补贴",首席架构师（Java）,30K-50K
北京-朝阳区,本科,3-5年,"五险一金,餐补,交通补助,通讯补贴,定期体检",中级java工程师,10K-15K
北京,本科,5-10年,"创业公司,绩效奖金",高级java开发工程师,30K-50K
北京-丰台区,本科,3-5年,"交通补助,餐补,通讯补贴,带薪年假,补充医疗保险",JAVA开发工程师（丰台区）,10K-18K
北京,本科,3-5年,"弹性工作,五险一金,补充医疗保险,定期体检,员工旅游",高级JAVA工程师—互金行业线,15K-25K
北京,本科,3-5年,"五险一金,绩效奖金,餐补,定期体检,补充医疗保险",JAVA高级工程师,8K-15K
北京,本科,不限,"绩效奖金,创业公司,定期体检,五险一金",java开发实习工程师,4K-6K
北京,本科,1-3年,"五险一金,绩效奖金,餐补,节日福利,通讯补贴",中级java工程师,10K-15K
北京,本科,5-10年,"五险一金,弹性工作,补充医疗保险,定期体检,节日福利",java开发工程师,15K-20K
北京-昌平区,本科,5-10年,"五险一金,加班补助,餐补,通讯补贴,带薪年假",JAVA高级开发工程师,20K-40K
北京,本科,3-5年,"周末双休,五险一金,年底双薪,餐补,带薪年假",java开发工程师(sgz),10K-15K
北京-海淀区,不限,5-10年,"交通补助,弹性工作,员工旅游",Java高级工程师,15K-25K
北京,本科,3-5年,"五险一金,带薪年假,餐补,交通补助,节日福利",java工程师,8K-12K
北京-朝阳区,本科,3-5年,"五险一金,绩效奖金,带薪年假,补充医疗保险,定期体检",java软件工程师,15K-30K
北京,本科,3-5年,"餐补,节日福利,员工旅游,定期体检,带薪年假",Java开发工程师（中高级）,18K-35K
北京,本科,3-5年,"五险一金,年底双薪,餐补,带薪年假,员工旅游",JAVA讲师,15K-20K
北京,本科,3-5年,,Java开发工程师,7K-14K
北京-昌平区,本科,1-3年,"餐补,五险一金",JAVA软件工程师（物联网方向）,10K-12K
北京-昌平区,不限,不限,"五险一金,包住,加班补助,弹性工作,定期体检",java软件实习,4K-6K
北京,硕士,1-3年,"五险一金,绩效奖金,餐补,员工旅游,弹性工作",中级JAVA开发工程师,10K-15K
北京-海淀区,本科,3-5年,"五险一金,餐补,弹性工作,创业公司,加班补助",java软件工程师,10K-15K
北京,大专,3-5年,"周末双休,五险一金,绩效奖金,交通补助,通讯补贴",高级java工程师,15K-20K
北京,本科,5-10年,"五险一金,节日福利,员工旅游,定期体检",java高级工程师,10K-15K
北京-海淀区,大专,3-5年,"五险一金,绩效奖金,餐补,带薪年假,定期体检",java工程师,15K-20K
北京,本科,3-5年,"五险一金,绩效奖金,全勤奖",高级Java开发工程师(AICP),15K-30K
北京-西城区,本科,3-5年,"五险一金,年底双薪,绩效奖金,加班补助,交通补助",Java开发工程师,15K-25K
北京,本科,1-3年,"五险一金,节日福利",Java开发工程师,8K-10K
北京,本科,5-10年,"每年多次调薪,五险一金,带薪年假,餐补,定期体检",高级java工程师（微服务方向）,25K-30K
北京,本科,3-5年,"创业公司,五险一金,年终分红,加班补助",java开发工程师,15K-30K
北京,大专,3-5年,"节日福利,五险一金,全勤奖,绩效奖金,股票期权",java开发工程师,13K-18K
北京-朝阳区,大专,5-10年,"五险一金,年底双薪,餐补,节日福利,弹性工作",java开发工程师 高级,15K-25K
北京-顺义区,本科,5-10年,"五险一金,年底双薪,加班补助,带薪年假,免费班车",高级java开发工程师(顺义区）,17K-20K
北京-石景山区,本科,3-5年,"年终分红,绩效奖金,包吃,包住,员工旅游",java开发工程师,8K-10K
北京,本科,无经验,餐补,Java开发程序员（校园）,2.5K-3.5K
北京,本科,5-10年,"五险一金,弹性工作,带薪年假,交通补助,通讯补贴",JAVA工程师（高级）,15K-20K
北京,本科,5-10年,"五险一金,年底双薪,带薪年假,弹性工作,补充医疗保险",Java高级开发工程师（北京）,15K-25K
北京,本科,5-10年,"每年多次调薪,五险一金,带薪年假,餐补,定期体检",java分布式开发工程师,20K-30K
北京,本科,3-5年,"五险一金,年底双薪,加班补助,全勤奖,餐补",java开发（北京）,10K-15K
北京-海淀区,大专,1-3年,"五险一金,绩效奖金,年终分红,带薪年假,定期体检",Java 开发工程师,5K-8K
北京-昌平区,不限,不限,"五险一金,包住,加班补助,弹性工作,定期体检",java初级工程师,4K-6K
北京,本科,1-3年,"五险一金,餐补,带薪年假,定期体检,员工旅游",Java软件开发工程师,10K-15K
北京,本科,3-5年,"五险一金,绩效奖金,每年多次调薪",高级Java开发工程师(AICC),15K-30K
北京-海淀区,大专,3-5年,"五险一金,绩效奖金,交通补助,带薪年假,弹性工作",java工程师,10K-20K
北京-朝阳区,本科,5-10年,,HIS系统JAVA后端开发工程师  ,15K-20K
北京,不限,不限,"五险一金,包住,加班补助,弹性工作,定期体检",诚聘java实习生,2K-4K
北京-海淀区,本科,5-10年,"五险一金,餐补,通讯补贴,带薪年假,弹性工作",高级java工程师,20K-30K
北京,本科,5-10年,"五险一金,年底双薪,餐补,带薪年假,定期体检",java架构师,40K-70K
北京-海淀区,本科,3-5年,"五险一金,年底双薪,绩效奖金,餐补,补充医疗保险",Java开发组长（金融保险行业）,8K-15K
北京,本科,5-10年,,java工程师,15K-20K
北京-海淀区,本科,3-5年,"五险一金,年底双薪,加班补助,全勤奖,带薪年假",高级Java工程师,15K-30K
北京,本科,5-10年,"五险一金,定期体检,节日福利,带薪年假,周末双休",高级Java开发工程师(GIS方向),15K-30K
北京,大专,3-5年,"五险一金,年终分红,股票期权,交通补助,餐补",java开发工程师,10K-15K
北京,不限,不限,"五险一金,包住,加班补助,弹性工作,定期体检",java+大数据实习,4K-6K
city,education,experience,job_description,jobname,salary
北京,本科,3-5年,"节日福利,带薪年假,五险一金,周末双休,大牛带队",中高级java开发工程师、leader,15K-20K
北京-朝阳区,本科,5-10年,"绩效奖金,餐补,加班补助,通讯补助,带薪年假",java开发工程师,17K-28K
